długość fali [nm] - 1) P=637,9uW	natężenie, jednostki umowne - 1) P=637,9uW	długość fali [nm] - 2) P=1,844mW	natężenie, jednostki umowne - 2) P=1,844mW	długość fali [nm] - 3) P=3,451mW	natężenie, jednostki umowne - 3) P=3,451mW	długość fali [nm] - 4) P=5,397mW	natężenie, jednostki umowne - 4) P=5,397mW	długość fali [nm] - 5) P=7,643mW	natężenie, jednostki umowne - 5) P=7,643mW	długość fali [nm] - 6) P=10,16mW	natężenie, jednostki umowne - 6) P=10,16mW	długość fali [nm] - 7) P=12,93mW	natężenie, jednostki umowne - 7) P=12,93mW	długość fali [nm] - 8) P=15,95mW	natężenie, jednostki umowne - 8) P=15,95mW	
1599	34,1	1599	167,176	1599	302,833	1599	415,313	1599	549,405	1599	658,437	1599	827,582	1599	928,525	
1600	80,4402	1600	167,685	1600	293,278	1600	427,476	1600	551,901	1600	693,019	1600	804,025	1600	948,472	
1601	77,9415	1601	159,13	1601	295,358	1601	399,087	1601	522,553	1601	692,269	1601	826,393	1601	953,175	
1602	77,42	1602	177,021	1602	258,708	1602	433,052	1602	552,5	1602	685,156	1602	815,18	1602	937,579	
1603	61,1728	1603	134,444	1603	258,289	1603	407,228	1603	529,053	1603	700,392	1603	826,986	1603	915,32	
1604	43,1939	1604	179,049	1604	294,56	1604	421,508	1604	521,041	1604	663,829	1604	790,103	1604	915,236	
1605	33,6535	1605	160,974	1605	295,024	1605	427,792	1605	540,268	1605	660,387	1605	797,205	1605	932,956	
1606	45,887	1606	153,39	1606	277,689	1606	411,999	1606	551,611	1606	686,2	1606	795,709	1606	908,08	
1607	34,3849	1607	139,985	1607	295,758	1607	418,446	1607	559,914	1607	688,28	1607	816,845	1607	919,434	
1608	41,617	1608	133,265	1608	255,03	1608	432,962	1608	548,913	1608	650,585	1608	790,064	1608	948,978	
1609	79,1621	1609	132,972	1609	263,603	1609	416,755	1609	554,303	1609	694,577	1609	803,263	1609	948,054	
1610	50,1354	1610	160,46	1610	284,721	1610	426,979	1610	549,226	1610	663,812	1610	796,374	1610	905,169	
1611	76,1733	1611	178,008	1611	268,23	1611	429,613	1611	547,252	1611	648,187	1611	791,134	1611	932,89	
1612	66,1346	1612	136,237	1612	289,344	1612	382,941	1612	519,356	1612	684,112	1612	813,102	1612	922,508	
1613	67,6109	1613	134,594	1613	268,04	1613	388,861	1613	537,744	1613	645,356	1613	775,013	1613	918,015	
1614	37,7934	1614	133,698	1614	298,336	1614	406,186	1614	522,831	1614	647,845	1614	776,88	1614	919,25	
1615	64,5145	1615	162,222	1615	283,976	1615	387,551	1615	537,529	1615	689,511	1615	796,458	1615	940,325	
1616	45,0171	1616	170,608	1616	284,909	1616	423,886	1616	529,796	1616	660,005	1616	809,18	1616	918,923	
1617	34,6291	1617	174,411	1617	268,701	1617	409,135	1617	552,006	1617	676,746	1617	792,251	1617	920,91	
1618	33,1587	1618	152,217	1618	276,14	1618	424,069	1618	523,798	1618	640,62	1618	809,241	1618	910,021	
1619	52,8782	1619	152,445	1619	289,464	1619	406,355	1619	553,234	1619	649,929	1619	787,315	1619	921,986	
1620	49,6802	1620	171,292	1620	268,477	1620	379,911	1620	539,765	1620	687,166	1620	807,956	1620	923,437	
1621	50,4385	1621	140,127	1621	272,66	1621	407,48	1621	558,467	1621	645,381	1621	793,77	1621	918,161	
1622	61,1964	1622	134,372	1622	255,039	1622	379,98	1622	520,919	1622	677,567	1622	785,633	1622	927,754	
1623	38,5501	1623	169,817	1623	268,095	1623	407,142	1623	555,376	1623	665,285	1623	808,632	1623	895,299	
1624	68,2272	1624	164,852	1624	291,825	1624	414,335	1624	538,276	1624	669,412	1624	780,832	1624	903,457	
1625	64,7074	1625	178,81	1625	298,219	1625	421,817	1625	507,348	1625	654,532	1625	802,745	1625	895,116	
1626	58,3419	1626	159,646	1626	275,932	1626	395,712	1626	517,497	1626	682,912	1626	799,001	1626	926,747	
1627	55,1222	1627	175,068	1627	264,95	1627	422,879	1627	535,728	1627	658,079	1627	800,466	1627	889,007	
1628	61,9685	1628	173,449	1628	296,529	1628	386,046	1628	546,963	1628	664,814	1628	789,304	1628	898,156	
1629	43,1144	1629	149,773	1629	282,51	1629	397,941	1629	550,188	1629	661,146	1629	793,327	1629	890,155	
1630	47,8601	1630	139,784	1630	270,096	1630	405,576	1630	539,397	1630	675,836	1630	783,453	1630	914,055	
1631	48,7272	1631	138,679	1631	273,921	1631	422,003	1631	537,782	1631	663,805	1631	763,387	1631	892,412	
1632	79,2506	1632	137,261	1632	250,345	1632	394,128	1632	541,227	1632	672,31	1632	785,742	1632	897,332	
1633	66,7325	1633	132,092	1633	291,76	1633	404,974	1633	536,519	1633	642,465	1633	787,149	1633	909,503	
1634	74,7582	1634	139,655	1634	266,66	1634	376,091	1634	533,351	1634	669,411	1634	799,169	1634	910,172	
1635	65,4307	1635	161,827	1635	257,846	1635	422,293	1635	525,445	1635	665,095	1635	793,056	1635	914,015	
1636	79,9592	1636	154,742	1636	261,903	1636	420,079	1636	519,846	1636	661,607	1636	757,366	1636	901,328	
1637	39,6774	1637	147,258	1637	274,576	1637	381,252	1637	513,905	1637	661,008	1637	790,214	1637	878,593	
1638	35,9137	1638	167,269	1638	271,858	1638	415,091	1638	546,185	1638	668,374	1638	793,824	1638	894,583	
1639	59,4847	1639	163,856	1639	261	1639	376,282	1639	536,708	1639	651,486	1639	746,835	1639	870,985	
1640	60,507	1640	143,982	1640	261,252	1640	412,409	1640	536,409	1640	642,589	1640	753,312	1640	887,587	
1641	42,9369	1641	149,389	1641	286,869	1641	395,432	1641	544,371	1641	655,746	1641	772,617	1641	892,484	
1642	60,2623	1642	174,562	1642	256,797	1642	399,02	1642	532,712	1642	655,739	1642	744,119	1642	899,225	
1643	57,1157	1643	129,016	1643	263,894	1643	396,324	1643	521,79	1643	657,566	1643	778,683	1643	864,37	
1644	81,2159	1644	135,467	1644	257,098	1644	415,309	1644	521,23	1644	622,173	1644	762,018	1644	907,986	
1645	61,8962	1645	150,736	1645	263,447	1645	416,629	1645	543,845	1645	622,234	1645	772,163	1645	888,008	
1646	60,3536	1646	132,029	1646	274,846	1646	418,481	1646	505,453	1646	633,711	1646	760,819	1646	875,257	
1647	49,2382	1647	146,005	1647	260,163	1647	388,998	1647	509,829	1647	630,23	1647	772,222	1647	869,762	
1648	43,2953	1648	154,832	1648	267,127	1648	398,585	1648	505,37	1648	657,594	1648	772,653	1648	899,941	
1649	36,3816	1649	166,615	1649	264,322	1649	384,171	1649	493,956	1649	630,273	1649	774,623	1649	874,894	
1650	50,2129	1650	165,334	1650	272,108	1650	373,154	1650	497,106	1650	628,821	1650	745,882	1650	883,583	
1651	56,0396	1651	153,985	1651	251,842	1651	408,101	1651	508,502	1651	617,689	1651	783,736	1651	890,311	
1652	45,3142	1652	169,291	1652	263,774	1652	376,677	1652	501,525	1652	662,828	1652	761,817	1652	876,389	
1653	70,3414	1653	148,662	1653	284,453	1653	385,046	1653	523,327	1653	644,303	1653	759,427	1653	886,37	
1654	81,1161	1654	142,589	1654	260,453	1654	412,397	1654	499,515	1654	639,155	1654	770,916	1654	877,17	
1655	51,8261	1655	150,137	1655	271,51	1655	416,767	1655	490,546	1655	622,98	1655	757,28	1655	884,934	
1656	51,6915	1656	136,418	1656	260,305	1656	376,148	1656	517,162	1656	660,825	1656	769,315	1656	887,388	
1657	82,4016	1657	157,796	1657	273,695	1657	377,706	1657	525,601	1657	627,74	1657	774,169	1657	881,565	
1658	58,1143	1658	138,525	1658	274,158	1658	374,062	1658	491,559	1658	635,433	1658	753,176	1658	849,754	
1659	80,0626	1659	151,966	1659	272,442	1659	401,141	1659	516,329	1659	612,953	1659	765,266	1659	858,244	
1660	35,4126	1660	143,867	1660	259,786	1660	372,888	1660	489,235	1660	636,384	1660	735,709	1660	877,966	
1661	82,2405	1661	139,291	1661	276,513	1661	399,827	1661	529,425	1661	635,013	1661	762,935	1661	856,791	
1662	46,1885	1662	175,25	1662	255,172	1662	375,386	1662	526,736	1662	621,987	1662	744,25	1662	874,419	
1663	67,1945	1663	132,697	1663	280,296	1663	406,888	1663	509,641	1663	615,712	1663	755,713	1663	854,324	
1664	45,3838	1664	158,152	1664	263,868	1664	374,714	1664	501,96	1664	607,867	1664	763,295	1664	839,776	
1665	47,6099	1665	167,883	1665	250,691	1665	388,929	1665	522,218	1665	619,356	1665	737,863	1665	840,067	
1666	34,9988	1666	161,006	1666	265,105	1666	373,951	1666	500,984	1666	634,772	1666	733,387	1666	874,306	
1667	78,1751	1667	139,745	1667	287,349	1667	404,367	1667	495,72	1667	634,417	1667	742,078	1667	862,648	
1668	56,4221	1668	128,463	1668	276,138	1668	396,008	1668	509,984	1668	645,673	1668	760,533	1668	878,846	
1669	62,9683	1669	146,569	1669	245,564	1669	396,389	1669	520,751	1669	633,789	1669	738,693	1669	868,276	
1670	44,9472	1670	162,187	1670	265,203	1670	376,161	1670	493,945	1670	603,64	1670	754,235	1670	854,195	
1671	81,6836	1671	149,266	1671	255,629	1671	408,46	1671	502,084	1671	611,385	1671	719,763	1671	838,44	
1672	47,7175	1672	141,79	1672	257,157	1672	407,417	1672	521,232	1672	627,07	1672	718,976	1672	837,13	
1673	74,0562	1673	176,203	1673	250,438	1673	409,328	1673	494,841	1673	616,37	1673	715,425	1673	852,81	
1674	37,2212	1674	153,187	1674	249,885	1674	387,115	1674	482,343	1674	640,87	1674	728,507	1674	830,712	
1675	44,0175	1675	149,177	1675	247,014	1675	383,807	1675	516,331	1675	645,998	1675	721,661	1675	862,662	
1676	35,9386	1676	164,971	1676	280,568	1676	364,084	1676	503,261	1676	619,221	1676	753,02	1676	832,729	
1677	40,3102	1677	130,184	1677	268,315	1677	395,575	1677	492,676	1677	615,895	1677	723,512	1677	837,386	
1678	36,3593	1678	163,875	1678	248,559	1678	380,576	1678	483,227	1678	597,011	1678	717,967	1678	823,9	
1679	52,6333	1679	160,214	1679	284,688	1679	396,739	1679	499,156	1679	609,974	1679	752,549	1679	821,277	
1680	46,3236	1680	150,752	1680	272,843	1680	382,009	1680	491,28	1680	632,234	1680	753,999	1680	824,145	
1681	66,8273	1681	165,926	1681	287,776	1681	383,469	1681	516,079	1681	620,352	1681	735,228	1681	828,928	
1682	52,6621	1682	159,302	1682	280,339	1682	399,7	1682	490,61	1682	639,76	1682	752,858	1682	856,054	
1683	55,1555	1683	154,91	1683	264,428	1683	405,739	1683	512,972	1683	631,041	1683	731,833	1683	831,623	
1684	69,0072	1684	174,984	1684	241,568	1684	369,167	1684	477,933	1684	623,096	1684	751,889	1684	843,024	
1685	82,3221	1685	143,816	1685	265,945	1685	377,553	1685	502,91	1685	611,487	1685	733,147	1685	827,268	
1686	75,3148	1686	152,135	1686	269,215	1686	388,092	1686	514,682	1686	626,659	1686	747,598	1686	836,089	
1687	39,668	1687	169,698	1687	255,012	1687	397,505	1687	475,827	1687	611,183	1687	750,293	1687	859,222	
1688	49,5094	1688	151,177	1688	246,423	1688	374,554	1688	515,218	1688	629,932	1688	714,833	1688	810,928	
1689	48,23	1689	150,779	1689	286,543	1689	382,146	1689	476,113	1689	623,704	1689	737,122	1689	842,904	
1690	73,6059	1690	159,377	1690	284,06	1690	363,74	1690	509,85	1690	621,867	1690	727,366	1690	841,455	
1691	79,8554	1691	169,484	1691	285,247	1691	360,7	1691	501,342	1691	603,524	1691	704,585	1691	827,783	
1692	64,9297	1692	159,622	1692	271,559	1692	362,061	1692	478,587	1692	597,558	1692	737,577	1692	812,851	
1693	73,1428	1693	128,306	1693	257,191	1693	385,657	1693	488,31	1693	630,388	1693	723,406	1693	833,751	
1694	54,5516	1694	129,719	1694	280,317	1694	393,752	1694	519,215	1694	609,04	1694	730,274	1694	840,359	
1695	65,6295	1695	149,487	1695	284,587	1695	370,203	1695	482,674	1695	584,031	1695	712,203	1695	806,197	
1696	77,2872	1696	145,271	1696	263,704	1696	381,662	1696	474,121	1696	630,19	1696	729,374	1696	823,888	
1697	63,9129	1697	134,033	1697	237,105	1697	382,579	1697	510,334	1697	602,943	1697	739,017	1697	827,66	
1698	62,2645	1698	150,643	1698	251,216	1698	372,062	1698	502,921	1698	591,551	1698	723,907	1698	798,532	
1699	39,7177	1699	146,683	1699	281,065	1699	378,781	1699	505,577	1699	599,669	1699	715,344	1699	818,241	
1700	78,765	1700	173,622	1700	268,936	1700	380,779	1700	505,546	1700	627,283	1700	716,033	1700	812,017	
1701	83,0661	1701	137,316	1701	244,976	1701	354,574	1701	488,146	1701	592,566	1701	732,665	1701	801,368	
1702	82,7826	1702	174,488	1702	261,483	1702	371,216	1702	479,304	1702	622,782	1702	723,665	1702	803,807	
1703	65,6662	1703	134,395	1703	256,558	1703	400,206	1703	469,663	1703	587,618	1703	720,043	1703	800,841	
1704	77,9024	1704	152,257	1704	264,573	1704	366,898	1704	510,55	1704	599,65	1704	716,503	1704	794,556	
1705	63,7671	1705	147,93	1705	252,205	1705	350,546	1705	499,441	1705	613,948	1705	687,16	1705	809,486	
1706	41,701	1706	129,801	1706	269,142	1706	370,099	1706	496,992	1706	624,198	1706	708,172	1706	799,464	
1707	62,0695	1707	159,792	1707	251,119	1707	391,128	1707	496,811	1707	601,679	1707	701,137	1707	788,976	
1708	47,5036	1708	166,431	1708	260,971	1708	375,933	1708	502,572	1708	597,336	1708	686,385	1708	793,528	
1709	48,6466	1709	166,506	1709	253,552	1709	353,904	1709	493,084	1709	604,932	1709	720,421	1709	815,654	
1710	73,1021	1710	130,795	1710	238,14	1710	372,568	1710	499,541	1710	613,543	1710	709,772	1710	814,23	
1711	53,2014	1711	145,728	1711	270,039	1711	358,632	1711	494,058	1711	601,963	1711	710,377	1711	787,737	
1712	75,8534	1712	146,937	1712	236,631	1712	395,034	1712	466,294	1712	590,028	1712	719,515	1712	791,632	
1713	83,9544	1713	146,466	1713	245,068	1713	393,781	1713	508,746	1713	590,115	1713	715,064	1713	827,338	
1714	69,8721	1714	170,882	1714	280,022	1714	396,644	1714	507,156	1714	591,584	1714	696,832	1714	819,647	
1715	40,3573	1715	140,469	1715	277,876	1715	356,406	1715	480,8	1715	615,676	1715	681,982	1715	785,822	
1716	50,8279	1716	154,338	1716	250,993	1716	373,214	1716	475,57	1716	607,566	1716	681,976	1716	794,061	
1717	52,4965	1717	151,872	1717	252,746	1717	367,928	1717	481,385	1717	599,623	1717	694,799	1717	822,386	
1718	46,3415	1718	153,707	1718	266,11	1718	373,943	1718	459,411	1718	600,684	1718	718,043	1718	800,661	
1719	64,8456	1719	129,323	1719	233,098	1719	366,804	1719	465,391	1719	596,267	1719	722,276	1719	794,39	
1720	67,5081	1720	152,006	1720	256,696	1720	389,921	1720	456,605	1720	608,994	1720	691,598	1720	814,669	
1721	73,4583	1721	164,231	1721	269,731	1721	356,734	1721	470,316	1721	596,053	1721	711,902	1721	817,082	
1722	43,0878	1722	154,449	1722	269,926	1722	350,903	1722	463,795	1722	582,888	1722	712,241	1722	785,134	
1723	60,1574	1723	129,741	1723	274,441	1723	385,462	1723	492,774	1723	567,461	1723	712,474	1723	801,938	
1724	79,2617	1724	172,717	1724	235,311	1724	372,231	1724	470,598	1724	566,501	1724	673,604	1724	790,683	
1725	52,0871	1725	157,827	1725	237,897	1725	369,355	1725	487,68	1725	590,765	1725	668,915	1725	787,903	
1726	44,1362	1726	136,469	1726	240,184	1726	354,587	1726	462,216	1726	567,843	1726	715,983	1726	788,584	
1727	61,0117	1727	171,288	1727	275,989	1727	381,982	1727	470,745	1727	583,572	1727	682,367	1727	773,309	
1728	42,4719	1728	138,007	1728	263,991	1728	375,103	1728	474,092	1728	577,815	1728	668,292	1728	808,536	
1729	65,9774	1729	161,688	1729	247,925	1729	384,847	1729	464,363	1729	581,456	1729	689,807	1729	795,804	
1730	77,2875	1730	133,833	1730	256,666	1730	372,328	1730	468,362	1730	566,874	1730	677,371	1730	773,394	
1731	57,8813	1731	144,419	1731	261,505	1731	358,245	1731	459,008	1731	577,439	1731	708,216	1731	795,58	
1732	54,3857	1732	142,437	1732	237,936	1732	372,072	1732	466,24	1732	568,511	1732	682,021	1732	766,401	
1733	63,9981	1733	160,025	1733	272,785	1733	346,187	1733	454,761	1733	558,14	1733	708,363	1733	776,545	
1734	51,9321	1734	133,399	1734	243,876	1734	363,849	1734	491,782	1734	579,741	1734	686,145	1734	781,545	
1735	61,1631	1735	146,389	1735	267,21	1735	387,167	1735	451,089	1735	560,487	1735	661,695	1735	777,599	
1736	80,3019	1736	156,683	1736	246,55	1736	375,034	1736	479,62	1736	582,314	1736	663,685	1736	775,098	
1737	68,6828	1737	169,536	1737	246,982	1737	384,633	1737	492,661	1737	563,356	1737	658,247	1737	777,614	
1738	37,3722	1738	158,802	1738	266,089	1738	343,807	1738	485,416	1738	571,823	1738	688,935	1738	778,853	
1739	84,111	1739	137,507	1739	262,342	1739	372,203	1739	475,874	1739	563,296	1739	691,094	1739	768,924	
1740	67,9426	1740	166,071	1740	268,606	1740	367,815	1740	465,601	1740	565,875	1740	675,72	1740	783,79	
1741	73,7677	1741	160,953	1741	256,661	1741	359,179	1741	458,519	1741	589,51	1741	688,014	1741	783,925	
1742	45,9147	1742	132,706	1742	247,121	1742	341,405	1742	461,874	1742	563,8	1742	689,796	1742	788,692	
1743	67,6058	1743	143,045	1743	249,979	1743	363,896	1743	486,573	1743	551,225	1743	655,622	1743	791,698	
1744	49,5039	1744	146,676	1744	260,812	1744	385,077	1744	480,005	1744	550,8	1744	688,891	1744	793,19	
1745	63,7868	1745	125,568	1745	233,579	1745	351,786	1745	475,418	1745	581,573	1745	670,522	1745	792,964	
1746	83,5054	1746	134,516	1746	269,776	1746	366,761	1746	477,315	1746	591,246	1746	697,837	1746	796,661	
1747	43,4126	1747	167,872	1747	267,605	1747	347,948	1747	445,559	1747	568,932	1747	657,179	1747	762,123	
1748	49,4701	1748	128,318	1748	245,184	1748	340,513	1748	482,328	1748	593,291	1748	675,41	1748	765,508	
1749	73,1357	1749	129,927	1749	233,14	1749	338,949	1749	490,695	1749	583,567	1749	692,17	1749	752,771	
1750	50,4338	1750	132,115	1750	244,897	1750	371,118	1750	489,096	1750	564,546	1750	673,523	1750	750,304	
1751	49,5061	1751	137,615	1751	257,8	1751	356,065	1751	487,102	1751	547,512	1751	684,052	1751	765,97	
1752	40,7654	1752	134,753	1752	250,637	1752	371,81	1752	470,716	1752	585,455	1752	687,003	1752	746,75	
1753	63,1179	1753	155,371	1753	237,501	1753	354,278	1753	461,479	1753	547,024	1753	686,885	1753	765,245	
1754	65,4807	1754	152,861	1754	264,662	1754	363,804	1754	458,197	1754	573,68	1754	662,839	1754	746,301	
1755	69,0537	1755	158,444	1755	232,126	1755	353,26	1755	465,768	1755	543,491	1755	688,169	1755	781,754	
1756	76,03	1756	170,406	1756	263,898	1756	348,465	1756	442,796	1756	570,021	1756	663,684	1756	782,724	
1757	39,8607	1757	159,897	1757	233,294	1757	367,404	1757	485,958	1757	570,056	1757	671,576	1757	759,964	
1758	59,2616	1758	171,239	1758	263,406	1758	334,06	1758	470,289	1758	585,225	1758	666,72	1758	746,515	
1759	46,9191	1759	164,881	1759	260,42	1759	340,774	1759	439,681	1759	550,014	1759	668,818	1759	775,977	
1760	63,8036	1760	161,525	1760	263,211	1760	370,545	1760	478,128	1760	551,598	1760	665,076	1760	754,637	
1761	77,8447	1761	125,368	1761	246,785	1761	338,875	1761	480,109	1761	552,267	1761	646,974	1761	735,262	
1762	41,6204	1762	167,787	1762	255,744	1762	355,645	1762	456,64	1762	572,016	1762	676,696	1762	752,707	
1763	66,2139	1763	152,149	1763	255,367	1763	346,054	1763	481,063	1763	563,679	1763	654,193	1763	770,539	
1764	35,671	1764	133,344	1764	230,945	1764	370,542	1764	453,29	1764	541,253	1764	681,285	1764	741,395	
1765	46,1137	1765	145,017	1765	265,521	1765	336,401	1765	452,095	1765	546,93	1765	653,533	1765	732,39	
1766	66,7287	1766	124,33	1766	229,559	1766	353,326	1766	481,296	1766	541,025	1766	676,535	1766	773,289	
1767	41,092	1767	170,847	1767	269,333	1767	363,418	1767	461,792	1767	582,385	1767	654,965	1767	753,551	
1768	62,0786	1768	145,422	1768	228,665	1768	373,253	1768	467,901	1768	541,771	1768	673,984	1768	757,107	
1769	45,4862	1769	165,651	1769	247,994	1769	345,585	1769	477,745	1769	543,6	1769	634,126	1769	766,657	
1770	42,6121	1770	135,632	1770	268,491	1770	357,649	1770	458,089	1770	576,444	1770	658,163	1770	755,214	
1771	64,3749	1771	129,859	1771	249,404	1771	375,644	1771	436,421	1771	569,348	1771	631,231	1771	743,737	
1772	62,7825	1772	164,114	1772	256,508	1772	362,215	1772	444,811	1772	559,75	1772	641,195	1772	740,972	
1773	48,0024	1773	168,914	1773	247,925	1773	335,888	1773	435,364	1773	530,432	1773	659,591	1773	762,404	
1774	59,0584	1774	129,109	1774	263,318	1774	375	1774	462,902	1774	570,929	1774	658,013	1774	763,919	
1775	60,1255	1775	170,682	1775	251,653	1775	368,57	1775	454,261	1775	536,234	1775	637,07	1775	763,303	
1776	49,5806	1776	123,028	1776	237,809	1776	337,143	1776	448,968	1776	550,265	1776	657,225	1776	757,181	
1777	60,94	1777	161,318	1777	241,487	1777	355,717	1777	450,183	1777	534,439	1777	637,206	1777	763,264	
1778	37,0739	1778	130,219	1778	269,991	1778	375,508	1778	439,166	1778	554,579	1778	658,636	1778	735,753	
1779	53,9902	1779	138,442	1779	225,458	1779	359,476	1779	467,294	1779	529,24	1779	666,16	1779	758,495	
1780	41,4942	1780	124,171	1780	224,419	1780	335,693	1780	450,108	1780	572,357	1780	670,89	1780	755,387	
1781	68,9068	1781	138,125	1781	223,666	1781	340,462	1781	449,503	1781	534,312	1781	632,555	1781	740,539	
1782	70,0964	1782	139,9	1782	230,633	1782	358,655	1782	466,323	1782	557,231	1782	626,184	1782	722,704	
1783	54,9414	1783	140,578	1783	228,493	1783	370,727	1783	429,557	1783	544,265	1783	646,251	1783	758,304	
1784	49,6822	1784	170,803	1784	246,927	1784	362,661	1784	466,28	1784	557,699	1784	663,745	1784	730,589	
1785	39,362	1785	164,919	1785	254,422	1785	334,51	1785	425,992	1785	569,855	1785	633,457	1785	722,066	
1786	84,5246	1786	140,075	1786	262,084	1786	372,87	1786	444,304	1786	552,973	1786	628,617	1786	737,396	
1787	37,4214	1787	170,323	1787	263,408	1787	345,253	1787	440,285	1787	532,414	1787	649,931	1787	726,89	
1788	35,0408	1788	153,95	1788	261,117	1788	346,531	1788	425,678	1788	560,357	1788	615,309	1788	707,473	
1789	81,9653	1789	128,741	1789	258,866	1789	356,787	1789	433,496	1789	552,956	1789	616,281	1789	736,867	
1790	69,402	1790	166,198	1790	238,371	1790	362,658	1790	451,374	1790	537,105	1790	652,832	1790	715,767	
1791	64,7619	1791	156,373	1791	228,478	1791	322,089	1791	446,273	1791	560,655	1791	656,687	1791	746,645	
1792	50,8786	1792	140,129	1792	249,49	1792	367,502	1792	470,218	1792	532,089	1792	626,136	1792	735,477	
1793	70,1998	1793	135,15	1793	233,222	1793	341,227	1793	455,256	1793	524,127	1793	637,55	1793	720,218	
1794	69,9769	1794	143,915	1794	247,008	1794	323,78	1794	461,007	1794	518,363	1794	642,643	1794	734,755	
1795	56,5836	1795	135,538	1795	254,057	1795	356,272	1795	446,708	1795	534,241	1795	627,705	1795	713,48	
1796	79,9662	1796	127,975	1796	248,963	1796	367,883	1796	436,776	1796	545,23	1796	612,604	1796	720,166	
1797	80,4131	1797	131,912	1797	221,552	1797	334,456	1797	424,148	1797	541,246	1797	648,21	1797	739,655	
1798	34,9077	1798	152,609	1798	239,456	1798	349,764	1798	444,583	1798	537,834	1798	637,59	1798	698,073	
1799	46,7804	1799	166,981	1799	242,912	1799	330,412	1799	427,858	1799	519,157	1799	609,196	1799	702,788	
1800	47,7331	1800	130,765	1800	232,965	1800	339,08	1800	445,145	1800	555,76	1800	632,862	1800	726,928	
1801	84,2815	1801	150,64	1801	256,769	1801	331,427	1801	421,687	1801	554,898	1801	650,21	1801	713,876	
1802	61,6184	1802	148,635	1802	252,922	1802	325,572	1802	441,769	1802	511,963	1802	653,338	1802	711,347	
1803	82,4337	1803	122,846	1803	240,933	1803	354,399	1803	421,56	1803	548,91	1803	606,864	1803	722,541	
1804	54,306	1804	132,95	1804	227,467	1804	359,001	1804	439,086	1804	558,768	1804	644,283	1804	735,244	
1805	79,979	1805	125,767	1805	266,391	1805	329,191	1805	443,589	1805	530,746	1805	646,729	1805	712,017	
1806	45,4384	1806	121,966	1806	236,191	1806	340,993	1806	431,442	1806	558,105	1806	624,724	1806	705,645	
1807	41,3886	1807	166,987	1807	246,563	1807	329,013	1807	423,918	1807	540,746	1807	635,791	1807	716,085	
1808	55,1309	1808	152,967	1808	263,133	1808	359,092	1808	434,18	1808	552,968	1808	631,967	1808	728,951	
1809	73,3125	1809	154,575	1809	233,057	1809	329,909	1809	459,01	1809	555,064	1809	618,097	1809	700,769	
1810	83,909	1810	162,943	1810	217,017	1810	339,067	1810	416,436	1810	544,842	1810	626,521	1810	727,948	
1811	50,1914	1811	148,245	1811	241,226	1811	349,353	1811	437,385	1811	534,964	1811	642,001	1811	694,615	
1812	35,1391	1812	160,288	1812	237,781	1812	353,744	1812	438,166	1812	511,231	1812	625,424	1812	712,341	
1813	58,9145	1813	124,125	1813	227,045	1813	345,585	1813	423,188	1813	547,853	1813	618,77	1813	719,445	
1814	69,3505	1814	156,556	1814	244,467	1814	327,706	1814	438,908	1814	552,515	1814	618,789	1814	694,251	
1815	39,4712	1815	152,524	1815	224,401	1815	342,939	1815	447,223	1815	528,475	1815	601,992	1815	696,691	
1816	66,6695	1816	137,267	1816	241,793	1816	314,176	1816	445,238	1816	517,892	1816	615,808	1816	699,869	
1817	36,9198	1817	150,255	1817	244,886	1817	350,618	1817	427,959	1817	531,412	1817	597,978	1817	695,304	
1818	41,4455	1818	154,318	1818	246,656	1818	328,723	1818	441,358	1818	513,147	1818	621,209	1818	712,65	
1819	46,8168	1819	129,793	1819	220,714	1819	353,182	1819	426,838	1819	542,66	1819	627,485	1819	699,592	
1820	81,077	1820	154,784	1820	244,7	1820	342,86	1820	445,988	1820	540,58	1820	589,939	1820	698,813	
1821	57,3633	1821	120,07	1821	227,459	1821	337,719	1821	439,724	1821	515,437	1821	620,202	1821	676,092	
1822	59,4128	1822	149,78	1822	227,533	1822	349,303	1822	414,275	1822	524,774	1822	602,536	1822	682,618	
1823	52,4087	1823	130,201	1823	256,481	1823	311,392	1823	422,089	1823	502,097	1823	631,619	1823	711,465	
1824	38,8228	1824	157,891	1824	229,552	1824	335,196	1824	416,139	1824	504,203	1824	604,985	1824	681,125	
1825	60,5083	1825	154,638	1825	238,559	1825	328,623	1825	436,729	1825	507,748	1825	630,407	1825	705,993	
1826	69,7515	1826	123,436	1826	236,166	1826	328,842	1826	424,056	1826	498,4	1826	629,182	1826	673,389	
1827	71,7358	1827	148,078	1827	243,947	1827	339,878	1827	433,093	1827	500,397	1827	604,678	1827	704,657	
1828	48,566	1828	145,737	1828	244,88	1828	316,915	1828	446,367	1828	528,17	1828	598,799	1828	713,549	
1829	57,1093	1829	125,21	1829	250,367	1829	339,672	1829	424,567	1829	508,119	1829	602,593	1829	695,433	
1830	65,4031	1830	165,963	1830	226,01	1830	351,262	1830	434,045	1830	536,255	1830	626,822	1830	675,247	
1831	78,9956	1831	123,936	1831	219,645	1831	351,496	1831	442,7	1831	499,074	1831	619,91	1831	689,833	
1832	54,5372	1832	122,967	1832	238,502	1832	313,793	1832	447,387	1832	497,136	1832	605,188	1832	708,034	
1833	79,6819	1833	157,308	1833	255,527	1833	343,131	1833	430,925	1833	493,442	1833	583,018	1833	666,568	
